Species_1,Kingdom_1,Interaction_type,Species_2,Kingdom_2
Usnea subfloridana,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Lecidella elaeochroma,Fungi,epiphyteOf,Carpinus betulus,Plant
Populus tremula,Plant,hasEpiphyte,Usnea hirta ex,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Physcia tenella,Fungi
Arthothelium ruanum,Fungi,epiphyteOf,Quercus robur,Plant
Zwackhia viridis,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Betula pendula,Plant,hasEpiphyte,Ochrolechia microstictoides,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Lecanora chlarotera,Fungi
Lepraria lobificans,Fungi,epiphyteOf,Alnus glutinosa,Plant
Quercus robur,Plant,hasEpiphyte,Lepra amara,Fungi
Chrysothrix candelaris,Fungi,epiphyteOf,Carpinus betulus,Plant
Pertusaria coronata,Fungi,epiphyteOf,Tilia cordata,Plant
Picea glauca,Plant,hasEpiphyte,Trapeliopsis flexuosa,Fungi
Lecanora farinaria,Fungi,epiphyteOf,Corylus avellana,Plant
Betula pendula,Plant,hasEpiphyte,Parmelia sulcata,Fungi
Thelotrema lepadinum,Fungi,epiphyteOf,Corylus avellana,Plant
Chaenotheca furfuracea,Fungi,epiphyteOf,Populus tremula,Plant
Lecidella elaeochroma,Fungi,epiphyteOf,Populus tremula,Plant
Tilia cordata,Plant,hasEpiphyte,Lecidea nylanderi,Fungi
Arthonia mediella,Fungi,epiphyteOf,Alnus glutinosa,Plant
Opegrapha rufescens,Fungi,epiphyteOf,Corylus avellana,Plant
Alnus glutinosa,Plant,hasEpiphyte,Lecanora argentata,Fungi
Calicium viride,Fungi,epiphyteOf,Alnus glutinosa,Plant
Lecanora thysanophora,Fungi,epiphyteOf,Acer platanoides,Plant
Hypogymnia tubulosa,Fungi,epiphyteOf,Betula pendula,Plant
Lepra amara,Fungi,epiphyteOf,Betula pendula,Plant
Lecanora argentata,Fungi,epiphyteOf,Acer platanoides,Plant
Pinus sylvestris,Plant,hasEpiphyte,Micarea byssacea,Fungi
Betula pendula,Plant,hasEpiphyte,Graphis scripta,Fungi
Pinus sylvestris,Plant,hasEpiphyte,Cladonia squamosa,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Lepraria incana,Fungi
Tilia cordata,Plant,hasEpiphyte,Arthonia mediella,Fungi
Tilia cordata,Plant,hasEpiphyte,Anisomeridium biforme,Fungi
Lecanora pulicaris,Fungi,epiphyteOf,Carpinus betulus,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Arthonia arthonioides,Fungi,epiphyteOf,Alnus glutinosa,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Arthonia cinereopruinosa,Fungi
Chaenotheca chrysocephala,Fungi,epiphyteOf,Betula pendula,Plant
Graphis scripta,Fungi,epiphyteOf,Quercus robur,Plant
Picea glauca,Plant,hasEpiphyte,Graphis scripta,Fungi
Picea glauca,Plant,hasEpiphyte,Xanthoria parietina,Fungi
Menegazzia terebrata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Ramalina pollinaria,Fungi,epiphyteOf,Alnus glutinosa,Plant
Chaenotheca gracilenta,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Melanohalea exasperatula,Fungi
Populus tremula,Plant,hasEpiphyte,Lepra amara,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Graphis scripta,Fungi
Buellia griseovirens,Fungi,epiphyteOf,Alnus glutinosa,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Anaptychia ciliaris,Fungi
Lecania naegelii,Fungi,epiphyteOf,Populus tremula,Plant
Acer platanoides,Plant,hasEpiphyte,Microcalicium disseminatum,Fungi
Cladonia digitata,Fungi,epiphyteOf,Populus tremula,Plant
Anisomeridium polypori,Fungi,epiphyteOf,Tilia cordata,Plant
Carpinus betulus,Plant,hasEpiphyte,Lecanora expallens,Fungi
Lecidella elaeochroma,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Ochrolechia microstictoides,Fungi,epiphyteOf,Betula pendula,Plant
Lecidea nylanderi,Fungi,epiphyteOf,Corylus avellana,Plant
Placynthiella icmalea,Fungi,epiphyteOf,Picea glauca,Plant
Bacidia laurocerasi,Fungi,epiphyteOf,Populus tremula,Plant
Menegazzia terebrata,Fungi,epiphyteOf,Quercus robur,Plant
Chaenotheca chrysocephala,Fungi,epiphyteOf,Carpinus betulus,Plant
Alnus glutinosa,Plant,hasEpiphyte,Pertusaria pertusa,Fungi
Chaenotheca chrysocephala,Fungi,epiphyteOf,Pinus sylvestris,Plant
Ochrolechia arborea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Graphis scripta,Fungi,epiphyteOf,Ulmus minor,Plant
Graphis betulina,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Betula pendula,Plant,hasEpiphyte,Micarea byssacea,Fungi
Quercus robur,Plant,hasEpiphyte,Pycnora sorophora,Fungi
Carpinus betulus,Plant,hasEpiphyte,Melanelixia fuliginosa glabratula,Fungi
Lecanora pulicaris,Fungi,epiphyteOf,Alnus glutinosa,Plant
Ochrolechia microstictoides,Fungi,epiphyteOf,Tilia cordata,Plant
Hypogymnia physodes,Fungi,epiphyteOf,Picea glauca,Plant
Quercus robur,Plant,hasEpiphyte,Lecanora expallens,Fungi
Betula pendula,Plant,hasEpiphyte,Usnea hirta ex,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Ochrolechia subviridis,Fungi
Picea glauca,Plant,hasEpiphyte,Porina aenea,Fungi
Melanohalea exasperatula,Fungi,epiphyteOf,Betula pendula,Plant
Carpinus betulus,Plant,hasEpiphyte,Alyxoria varia,Fungi
Tilia cordata,Plant,hasEpiphyte,Myriolecis persimilis,Fungi
Picea glauca,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Betula pendula,Plant,hasEpiphyte,Loxospora elatina,Fungi
Populus tremula,Plant,hasEpiphyte,Cladonia coniocraea,Fungi
Carpinus betulus,Plant,hasEpiphyte,Parmelia sulcata,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Hypotrachyna revoluta,Fungi
Bacidia subincompta,Fungi,epiphyteOf,Populus tremula,Plant
Picea glauca,Plant,hasEpiphyte,Melanohalea exasperatula,Fungi
Loxospora elatina,Fungi,epiphyteOf,Acer platanoides,Plant
Corylus avellana,Plant,hasEpiphyte,Cetrelia olivetorum,Fungi
Arthonia cinnabarina,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Chaenotheca xyloxena,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Quercus robur,Plant,hasEpiphyte,Chaenotheca trichialis,Fungi
Lepraria elobata,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Fuscidea arboricola,Fungi,epiphyteOf,Alnus glutinosa,Plant
Opegrapha vulgata,Fungi,epiphyteOf,Quercus robur,Plant
Quercus robur,Plant,hasEpiphyte,Biatora ocelliformis,Fungi
Dimerella pineti,Fungi,epiphyteOf,Corylus avellana,Plant
Myriolecis persimilis,Fungi,epiphyteOf,Betula pendula,Plant
Tilia cordata,Plant,hasEpiphyte,Lecania naegelii,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Catillaria fungoides,Fungi
Lepra albescens,Fungi,epiphyteOf,Alnus glutinosa,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Pseudevernia furfuracea,Fungi
Lecanora argentata,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Tilia cordata,Plant,hasEpiphyte,Lecanora carpinea,Fungi
Carpinus betulus,Plant,hasEpiphyte,Cetrelia olivetorum,Fungi
Corylus avellana,Plant,hasEpiphyte,Lepraria vouauxii,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Melanelixia fuliginosa glabratula,Fungi
Catillaria nigroclavata,Fungi,epiphyteOf,Carpinus betulus,Plant
Porina aenea,Fungi,epiphyteOf,Carpinus betulus,Plant
Arthonia spadicea,Fungi,epiphyteOf,Quercus robur,Plant
Betula pendula,Plant,hasEpiphyte,Physcia tenella,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Chaenotheca trichialis,Fungi
Pertusaria pertusa,Fungi,epiphyteOf,Carpinus betulus,Plant
Chaenotheca chlorella,Fungi,epiphyteOf,Tilia cordata,Plant
Corylus avellana,Plant,hasEpiphyte,Lecanora symmicta,Fungi
Carpinus betulus,Plant,hasEpiphyte,Arthonia arthonioides,Fungi
Carpinus betulus,Plant,hasEpiphyte,Bacidia subincompta,Fungi
Menegazzia terebrata,Fungi,epiphyteOf,Corylus avellana,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Scoliciosporum sarothamni,Fungi
Quercus robur,Plant,hasEpiphyte,Scoliciosporum chlorococcum,Fungi
Ulmus minor,Plant,hasEpiphyte,Graphis scripta,Fungi
Loxospora elatina,Fungi,epiphyteOf,Corylus avellana,Plant
Corylus avellana,Plant,hasEpiphyte,Opegrapha rufescens,Fungi
Picea glauca,Plant,hasEpiphyte,Alyxoria varia,Fungi
Pertusaria coccodes,Fungi,epiphyteOf,Tilia cordata,Plant
Picea glauca,Plant,hasEpiphyte,Physcia adscendens,Fungi
Tilia cordata,Plant,hasEpiphyte,Buellia griseovirens,Fungi
Acer platanoides,Plant,hasEpiphyte,Chaenotheca chrysocephala,Fungi
Lepraria incana,Fungi,epiphyteOf,Acer platanoides,Plant
Tilia cordata,Plant,hasEpiphyte,Chaenotheca furfuracea,Fungi
Felipes leucopellaeus,Fungi,epiphyteOf,Betula pendula,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Evernia prunastri,Fungi
Quercus robur,Plant,hasEpiphyte,Lepraria vouauxii,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Lepraria elobata,Fungi
Bacidina sulphurella,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alyxoria varia,Fungi,epiphyteOf,Alnus glutinosa,Plant
Lecania cyrtella,Fungi,epiphyteOf,Carpinus betulus,Plant
Quercus robur,Plant,hasEpiphyte,Parmelia saxatilis,Fungi
Cetrelia olivetorum,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Chaenotheca furfuracea,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Quercus robur,Plant,hasEpiphyte,Thelotrema lepadinum,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Physcia aipolia,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Lecanora symmicta,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Lecidea nylanderi,Fungi
Lecidella elaeochroma,Fungi,epiphyteOf,Quercus robur,Plant
Chaenotheca chrysocephala,Fungi,epiphyteOf,Populus tremula,Plant
Tilia cordata,Plant,hasEpiphyte,Evernia prunastri,Fungi
Ramalina farinacea,Fungi,epiphyteOf,Quercus robur,Plant
Quercus robur,Plant,hasEpiphyte,Chaenotheca brachypoda,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Bryoria fuscescens,Fungi
Arthothelium ruanum,Fungi,epiphyteOf,Populus tremula,Plant
Tilia cordata,Plant,hasEpiphyte,Rinodina degeliana,Fungi
Quercus robur,Plant,hasEpiphyte,Melanohalea exasperatula,Fungi
Chaenotheca gracilenta,Fungi,epiphyteOf,Quercus robur,Plant
Cladonia chlorophaea,Fungi,epiphyteOf,Carpinus betulus,Plant
Quercus robur,Plant,hasEpiphyte,Cladonia coniocraea,Fungi
Tilia cordata,Plant,hasEpiphyte,Inoderma byssaceum,Fungi
Opegrapha rufescens,Fungi,epiphyteOf,Acer platanoides,Plant
Populus tremula,Plant,hasEpiphyte,Platismatia glauca,Fungi
Acer platanoides,Plant,hasEpiphyte,Graphis scripta,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Ramalina farinacea,Fungi
Populus tremula,Plant,hasEpiphyte,Bacidia rubella,Fungi
Biatora efflorescens,Fungi,epiphyteOf,Tilia cordata,Plant
Alnus glutinosa,Plant,hasEpiphyte,Inoderma byssaceum,Fungi
Populus tremula,Plant,hasEpiphyte,Graphis betulina,Fungi
Quercus robur,Plant,hasEpiphyte,Pyrenula nitida,Fungi
Chaenotheca chrysocephala,Fungi,epiphyteOf,Quercus robur,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Thelotrema lepadinum,Fungi
Cladonia coniocraea,Fungi,epiphyteOf,Picea glauca,Plant
Ulmus minor,Plant,hasEpiphyte,Lepraria incana,Fungi
Quercus robur,Plant,hasEpiphyte,Arthonia cinereopruinosa,Fungi
Usnea dasopoga,Fungi,epiphyteOf,Quercus robur,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Arthonia arthonioides,Fungi
Cladonia digitata,Fungi,epiphyteOf,Carpinus betulus,Plant
Bacidia rubella,Fungi,epiphyteOf,Populus tremula,Plant
Rinodina degeliana,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Dimerella pineti,Fungi,epiphyteOf,Pinus sylvestris,Plant
Corylus avellana,Plant,hasEpiphyte,Lecanora farinaria,Fungi
Biatora mendax,Fungi,epiphyteOf,Populus tremula,Plant
Corylus avellana,Plant,hasEpiphyte,Arthothelium ruanum,Fungi
Carpinus betulus,Plant,hasEpiphyte,Lepraria eburnea,Fungi
Sorbus aucuparia,Plant,hasEpiphyte,Micarea byssacea,Fungi
Lecanora chlarotera,Fungi,epiphyteOf,Acer platanoides,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Athallia pyracea,Fungi
Rinodina pyrina,Fungi,epiphyteOf,Populus tremula,Plant
Lecidella elaeochroma,Fungi,epiphyteOf,Frangula alnus,Plant
Xanthoria parietina,Fungi,epiphyteOf,Picea glauca,Plant
Picea glauca,Plant,hasEpiphyte,Fellhanera gyrophorica,Fungi
Acer platanoides,Plant,hasEpiphyte,Cladonia coniocraea,Fungi
Corylus avellana,Plant,hasEpiphyte,Opegrapha niveoatra,Fungi
Populus tremula,Plant,hasEpiphyte,Phlyctis argena,Fungi
Frangula alnus,Plant,hasEpiphyte,Phlyctis argena,Fungi
Carpinus betulus,Plant,hasEpiphyte,Lecanora carpinea,Fungi
Lecanora symmicta,Fungi,epiphyteOf,Tilia cordata,Plant
Violella fucata,Fungi,epiphyteOf,Quercus robur,Plant
Graphis scripta,Fungi,epiphyteOf,Alnus glutinosa,Plant
Picea glauca,Plant,hasEpiphyte,Bryoria fuscescens,Fungi
Lecidea nylanderi,Fungi,epiphyteOf,Pinus sylvestris,Plant
Carpinus betulus,Plant,hasEpiphyte,Biatora efflorescens,Fungi
Carpinus betulus,Plant,hasEpiphyte,Lecania croatica,Fungi
Lepraria rigidula,Fungi,epiphyteOf,Carpinus betulus,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Catillaria nigroclavata,Fungi
Carpinus betulus,Plant,hasEpiphyte,Arthonia cinnabarina,Fungi
Carpinus betulus,Plant,hasEpiphyte,Usnea ceratina,Fungi
Quercus robur,Plant,hasEpiphyte,Microcalicium disseminatum,Fungi
Fellhanera gyrophorica,Fungi,epiphyteOf,Populus tremula,Plant
Corylus avellana,Plant,hasEpiphyte,Lecanora pulicaris,Fungi
Lecanora symmicta,Fungi,epiphyteOf,Alnus glutinosa,Plant
Betula pendula,Plant,hasEpiphyte,Violella fucata,Fungi
Rinodina efflorescens,Fungi,epiphyteOf,Corylus avellana,Plant
Lepraria lobificans,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Quercus robur,Plant,hasEpiphyte,Anisomeridium polypori,Fungi
Populus tremula,Plant,hasEpiphyte,Pertusaria coccodes,Fungi
Ulmus minor,Plant,hasEpiphyte,Flavoparmelia caperata,Fungi
Biatora efflorescens,Fungi,epiphyteOf,Alnus glutinosa,Plant
Corylus avellana,Plant,hasEpiphyte,Lepraria incana,Fungi
Tilia cordata,Plant,hasEpiphyte,Physcia stellaris,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Felipes leucopellaeus,Fungi
Tilia cordata,Plant,hasEpiphyte,Rinodina efflorescens,Fungi
Pertusaria coccodes,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Microcalicium disseminatum,Fungi,epiphyteOf,Picea glauca,Plant
Lepra amara,Fungi,epiphyteOf,Tilia cordata,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Gyalecta ulmi,Fungi
Ropalospora viridis,Fungi,epiphyteOf,Sorbus aucuparia,Plant
Acer platanoides,Plant,hasEpiphyte,Melanohalea exasperatula,Fungi
Violella fucata,Fungi,epiphyteOf,Pinus sylvestris,Plant
Quercus robur,Plant,hasEpiphyte,Cladonia fimbriata,Fungi
Cladonia macilenta,Fungi,epiphyteOf,Picea glauca,Plant
Carpinus betulus,Plant,hasEpiphyte,Pertusaria pertusa,Fungi
Lepraria rigidula,Fungi,epiphyteOf,Corylus avellana,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Usnea ceratina,Fungi
Physcia stellaris,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Corylus avellana,Plant,hasEpiphyte,Lepraria rigidula,Fungi
Populus tremula,Plant,hasEpiphyte,Alyxoria varia,Fungi
Corylus avellana,Plant,hasEpiphyte,Fellhanera gyrophorica,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Reichlingia leopoldii,Fungi
Lecanora carpinea,Fungi,epiphyteOf,Acer platanoides,Plant
Chaenotheca stemonea,Fungi,epiphyteOf,Quercus robur,Plant
Alnus glutinosa,Plant,hasEpiphyte,Chaenotheca ferruginea,Fungi
Lobaria pulmonaria,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Alnus glutinosa,Plant,hasEpiphyte,Cetrelia monachorum,Fungi
Populus tremula,Plant,hasEpiphyte,Lecanora glabrata,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Lecanora symmicta,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Chaenotheca furfuracea,Fungi
Quercus robur,Plant,hasEpiphyte,Melanelixia fuliginosa glabratula,Fungi
Cladonia squamosa,Fungi,epiphyteOf,Alnus glutinosa,Plant
Athallia pyracea,Fungi,epiphyteOf,Betula pendula,Plant
Quercus robur,Plant,hasEpiphyte,Violella fucata,Fungi
Usnea dasopoga,Fungi,epiphyteOf,Fraxinus excelsior,Plant
Picea glauca,Plant,hasEpiphyte,Parmelia serrana,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Chrysothrix candelaris,Fungi
Tilia cordata,Plant,hasEpiphyte,Pertusaria coccodes,Fungi
Lecidea nylanderi,Fungi,epiphyteOf,Picea glauca,Plant
Menegazzia terebrata,Fungi,epiphyteOf,Betula pendula,Plant
Quercus robur,Plant,hasEpiphyte,Rinodina degeliana,Fungi
Tilia cordata,Plant,hasEpiphyte,Physcia tenella,Fungi
Bacidina mendax,Fungi,epiphyteOf,Quercus robur,Plant
Melanelixia fuliginosa glabratula,Fungi,epiphyteOf,Quercus robur,Plant
Tilia cordata,Plant,hasEpiphyte,Lecanora thysanophora,Fungi
Carpinus betulus,Plant,hasEpiphyte,Lecanora chlarotera,Fungi
Catillaria nigroclavata,Fungi,epiphyteOf,Populus tremula,Plant
Melanelixia fuliginosa glabratula,Fungi,epiphyteOf,Betula pendula,Plant
Quercus robur,Plant,hasEpiphyte,Cladonia digitata,Fungi
Ochrolechia microstictoides,Fungi,epiphyteOf,Corylus avellana,Plant
Quercus robur,Plant,hasEpiphyte,Usnea subfloridana,Fungi
Ochrolechia turneri,Fungi,epiphyteOf,Tilia cordata,Plant
Carpinus betulus,Plant,hasEpiphyte,Bacidia laurocerasi,Fungi
Chaenotheca xyloxena,Fungi,epiphyteOf,Quercus robur,Plant
Betula pendula,Plant,hasEpiphyte,Scoliciosporum chlorococcum,Fungi
Populus tremula,Plant,hasEpiphyte,Loxospora elatina,Fungi
Chaenotheca chlorella,Fungi,epiphyteOf,Alnus glutinosa,Plant
Thelotrema lepadinum,Fungi,epiphyteOf,Tilia cordata,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Melanelixia fuliginosa glabratula,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Placynthiella icmalea,Fungi
Alyxoria varia,Fungi,epiphyteOf,Carpinus betulus,Plant
Lepraria vouauxii,Fungi,epiphyteOf,Carpinus betulus,Plant
Amandinea punctata,Fungi,epiphyteOf,Betula pendula,Plant
Fraxinus excelsior,Plant,hasEpiphyte,Hypogymnia physodes,Fungi
Tilia cordata,Plant,hasEpiphyte,Reichlingia leopoldii,Fungi
Usnea fulvoreagens,Fungi,epiphyteOf,Quercus robur,Plant
Populus tremula,Plant,hasEpiphyte,Chaenotheca furfuracea,Fungi
Anisomeridium polypori,Fungi,epiphyteOf,Ulmus minor,Plant
Scoliciosporum sarothamni,Fungi,epiphyteOf,Carpinus betulus,Plant
Lepraria elobata,Fungi,epiphyteOf,Carpinus betulus,Plant
Lepraria lobificans,Fungi,epiphyteOf,Ulmus minor,Plant
Lecanora pulicaris,Fungi,epiphyteOf,Quercus robur,Plant
Microcalicium disseminatum,Fungi,epiphyteOf,Quercus robur,Plant
Populus tremula,Plant,hasEpiphyte,Lecanora chlarotera,Fungi
Corylus avellana,Plant,hasEpiphyte,Melanelixia subaurifera,Fungi
Chaenotheca furfuracea,Fungi,epiphyteOf,Carpinus betulus,Plant
Sorbus aucuparia,Plant,hasEpiphyte,Phlyctis argena,Fungi
Corylus avellana,Plant,hasEpiphyte,Rinodina degeliana,Fungi
Ulmus minor,Plant,hasEpiphyte,Loxospora elatina,Fungi
Fraxinus excelsior,Plant,hasEpiphyte,Menegazzia terebrata,Fungi
Alnus glutinosa,Plant,hasEpiphyte,Chaenotheca chrysocephala,Fungi
Lepraria lobificans,Fungi,epiphyteOf,Pinus sylvestris,Plant
Quercus robur,Plant,hasEpiphyte,Melanelixia subaurifera,Fungi
Lepraria eburnea,Fungi,epiphyteOf,Alnus glutinosa,Plant
Cyanistes caeruleus,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Haemoproteus majoris,Animal,endoparasiteOf,Fringilla coelebs,Animal
Plasmodium,Animal,endoparasiteOf,Linaria cannabina,Animal
Plasmodium,Animal,endoparasiteOf,Poecile palustris,Animal
Plasmodium relictum,Animal,endoparasiteOf,Erithacus rubecula,Animal
Fringilla coelebs,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Anthus trivialis,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Phylloscopus collybita,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Plasmodium,Animal,endoparasiteOf,Anthus trivialis,Animal
Linaria cannabina,Animal,hasEndoparasite,Plasmodium,Animal
Muscicapa striata,Animal,hasEndoparasite,Haemoproteus belopolskyi,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Phylloscopus collybita,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Anthus trivialis,Animal
Haemoproteus,Animal,endoparasiteOf,Emberiza citrinella,Animal
Coloeus monedula,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Chloris chloris,Animal,hasEndoparasite,Haemoproteus fringillae,Animal
Haemoproteus magnus,Animal,endoparasiteOf,Fringilla coelebs,Animal
Haemoproteus fringillae,Animal,endoparasiteOf,Chloris chloris,Animal
Fringilla coelebs,Animal,hasEndoparasite,Haemoproteus magnus,Animal
Phylloscopus trochilus,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Fringilla coelebs,Animal,hasEndoparasite,Haemoproteus,Animal
Plasmodium relictum,Animal,endoparasiteOf,Sylvia borin,Animal
Sylvia communis,Animal,hasEndoparasite,Haemoproteus,Animal
Plasmodium circumflexum,Animal,endoparasiteOf,Fringilla coelebs,Animal
Sylvia communis,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Sylvia communis,Animal,hasEndoparasite,Haemoproteus parabelopolskyi,Animal
Haemoproteus,Animal,endoparasiteOf,Sylvia atricapilla,Animal
Phoenicurus phoenicurus,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Parus major,Animal
Haemoproteus fringillae,Animal,endoparasiteOf,Fringilla coelebs,Animal
Haemoproteus pallidus,Animal,endoparasiteOf,Muscicapa striata,Animal
Haemoproteus,Animal,endoparasiteOf,Sylvia communis,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Dryocopus martius,Animal
Cyanistes caeruleus,Animal,hasEndoparasite,Plasmodium circumflexum,Animal
Cyanistes caeruleus,Animal,hasEndoparasite,Plasmodium,Animal
Sylvia borin,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Parus major,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Sitta europaea,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Sylvia borin,Animal,hasEndoparasite,Haemoproteus parabelopolskyi,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Sylvia borin,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Curruca curruca,Animal
Emberiza citrinella,Animal,hasEndoparasite,Haemoproteus,Animal
Plasmodium,Animal,endoparasiteOf,Cyanistes caeruleus,Animal
Dryocopus martius,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Parus major,Animal,hasEndoparasite,Plasmodium,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Erithacus rubecula,Animal
Muscicapa striata,Animal,hasEndoparasite,Plasmodium,Animal
Plasmodium,Animal,endoparasiteOf,Periparus ater,Animal
Erithacus rubecula,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Sylvia communis,Animal,hasEndoparasite,Haemoproteus majoris,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Sitta europaea,Animal
Plasmodium circumflexum,Animal,endoparasiteOf,Parus major,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Periparus ater,Animal
Haemoproteus belopolskyi,Animal,endoparasiteOf,Muscicapa striata,Animal
Haemoproteus parabelopolskyi,Animal,endoparasiteOf,Sylvia borin,Animal
Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon,endoparasiteOf,Sylvia communis,Animal
Haemoproteus pallidus,Animal,endoparasiteOf,Sylvia borin,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Phylloscopus trochilus,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Sitta europaea,Animal
Plasmodium circumflexum,Animal,endoparasiteOf,Prunella modularis,Animal
Haemoproteus majoris,Animal,endoparasiteOf,Sylvia communis,Animal
Sylvia atricapilla,Animal,hasEndoparasite,Haemoproteus,Animal
Poecile palustris,Animal,hasEndoparasite,Plasmodium,Animal
Sitta europaea,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Curruca curruca,Animal,hasEndoparasite,Leucocytozoon,Chromista | Myzozoa | Aconoidasida | Haemospororida | Plasmodiidae | Leucocytozoon
Sylvia borin,Animal,hasEndoparasite,Haemoproteus pallidus,Animal
Fringilla coelebs,Animal,hasEndoparasite,Haemoproteus fringillae,Animal
Haemoproteus,Animal,endoparasiteOf,Fringilla coelebs,Animal
Prunella modularis,Animal,hasEndoparasite,Plasmodium circumflexum,Animal
